run,task,stressor,level,failure_type,episodes,success_rate,mean_target_error_l2,fraction_within_group
Semantic,StackCube,partial_target_occlusion,2,success,200,1.0,0.0,1.0
Semantic,StackCube,partial_target_occlusion,3,success,200,1.0,0.0,1.0
Semantic,StackCube,same_color_distractor,0,success,200,1.0,0.0,1.0
Semantic,StackCube,same_color_distractor,1,success,200,1.0,0.0,1.0
Semantic,StackCube,same_color_distractor,2,success,200,1.0,0.0,1.0
Semantic,StackCube,same_color_distractor,3,success,200,1.0,0.0,1.0
Semantic,StackCube,same_color_partial_occlusion,0,success,200,1.0,0.0,1.0
Semantic,StackCube,same_color_partial_occlusion,1,success,200,1.0,0.0,1.0
Semantic,StackCube,same_color_partial_occlusion,2,success,200,1.0,0.0,1.0
Semantic,StackCube,same_color_partial_occlusion,3,success,200,1.0,0.0,1.0
Semantic,StackCube,same_shape_distractor,0,success,200,1.0,0.0,1.0
Semantic,StackCube,same_shape_distractor,1,success,200,1.0,0.0,1.0
Semantic,StackCube,same_shape_distractor,2,success,200,1.0,0.0,1.0
Semantic,StackCube,same_shape_distractor,3,success,200,1.0,0.0,1.0
Semantic,StackCube,same_shape_nearby_occlusion,0,success,200,1.0,0.0,1.0
Semantic,StackCube,same_shape_nearby_occlusion,1,success,200,1.0,0.0,1.0
Semantic,StackCube,same_shape_nearby_occlusion,2,success,200,1.0,0.0,1.0
Semantic,StackCube,same_shape_nearby_occlusion,3,success,200,1.0,0.0,1.0
