object_name,detector,target_source,episodes,success_rate,success_ci_low,success_ci_high,no_detection_rate,wrong_detection_rate,depth_failure_rate,median_target_error_l2,mean_bbox_iou
sugar box,first_gt_box,crop_trimmed_median_depth,9885,0.3131006575619626,0.3040971168437025,0.3219044006069803,0.0,0.5814871016691957,0.0,0.1488073349203398,0.4172918621545653
sugar box,grounding_dino,box_center_depth,29655,0.4294048221210588,0.4239757207890743,0.4358792783678975,0.0,0.4889900522677457,0.0544596189512729,0.1032078586424012,0.4291141359695178
sugar box,grounding_dino,crop_median_depth,29655,0.3530601922104198,0.3473267577137076,0.3589285112122745,0.0,0.5351542741527567,0.0,0.1263687438553705,0.4291141359695178
sugar box,grounding_dino,crop_trimmed_median_depth,29655,0.3532625189681335,0.3475956836958354,0.3591316809981453,0.0,0.5348507840161861,0.0,0.126441069215045,0.4291141359695178
sugar box,oracle_2d_box,box_center_depth,9885,0.9254425897824988,0.9204855842185128,0.9309054122407688,0.0,0.0,0.0009104704097116,0.0397700673704583,1.0
sugar box,oracle_2d_box,crop_median_depth,9885,0.7469903894790086,0.7380880121396055,0.7557966616084977,0.0,0.0,0.0,0.0516292271641555,1.0
sugar box,oracle_2d_box,crop_trimmed_median_depth,9885,0.7503287809812847,0.7415275670207385,0.7596358118361153,0.0,0.0,0.0,0.0508575914354401,1.0
sugar box,oracle_mask,mask_median_depth,9885,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
tomato soup can,first_gt_box,box_center_depth,10323,0.3050469824663373,0.2964230359391649,0.3141528625399593,0.0,0.6329555361813426,0.012690109464303,0.1199409479783647,0.3113957896749176
tomato soup can,first_gt_box,crop_median_depth,10323,0.3517388356098033,0.342630533759566,0.3616196842003293,0.0,0.5981788239852756,0.0,0.1174403375038819,0.3113957896749176
tomato soup can,first_gt_box,crop_trimmed_median_depth,10323,0.3507701249636733,0.341661823113436,0.3598784268139106,0.0,0.5987600503729535,0.0,0.1177685979478974,0.3113957896749176
tomato soup can,grounding_dino,box_center_depth,30969,0.6867512673964287,0.6802576770318705,0.6933772482159579,0.0,0.2756304691788562,0.027188478801382,0.0382938454174616,0.6470356238586662
tomato soup can,grounding_dino,crop_median_depth,30969,0.7065129645774807,0.7010236042494107,0.7130364235202944,0.0,0.2722076915625303,0.0,0.0552341722569022,0.6470356238586662
tomato soup can,grounding_dino,crop_trimmed_median_depth,30969,0.7066421259969647,0.7008944428299267,0.7131970680357776,0.0,0.2731118214989183,0.0,0.0553161408512748,0.6470356238586662
tomato soup can,oracle_2d_box,box_center_depth,10323,0.950498885982757,0.946139688075172,0.954373728567277,0.0,0.0,0.023927152959411,0.03147411936408,1.0
tomato soup can,oracle_2d_box,crop_median_depth,10323,0.954858083890342,0.9508839484645936,0.958636055410249,0.0,0.0,0.0,0.0374444566567826,1.0
tomato soup can,oracle_2d_box,crop_trimmed_median_depth,10323,0.9535987600503728,0.9495277535600116,0.9576697665407344,0.0,0.0,0.0,0.0375225763947779,1.0
tomato soup can,oracle_mask,mask_median_depth,10323,0.99806257870774,0.997190739126223,0.998837547224644,0.0,0.0,0.00193742129226,0.0,1.0
tuna fish can,first_gt_box,box_center_depth,7406,0.0008101539292465,0.0002700513097488,0.0014852822036186,0.0,0.985417229273562,0.0137726167971914,0.1852924288144255,0.0300959036193742
tuna fish can,first_gt_box,crop_median_depth,7406,0.0275452335943829,0.0238995409127734,0.0313259519308668,0.0,0.9724547664056172,0.0,0.1616254618118293,0.0300959036193742
tuna fish can,first_gt_box,crop_trimmed_median_depth,7406,0.0244396435322711,0.0210640021604104,0.0280853362138806,0.0,0.9755603564677288,0.0,0.1612864826777771,0.0300959036193742
tuna fish can,grounding_dino,box_center_depth,22218,0.1882707714465748,0.1816995229093527,0.1952943559276262,0.0,0.630344765505446,0.172472769826267,0.1272738600019938,0.310042751935595
tuna fish can,grounding_dino,crop_median_depth,22218,0.3392294535961833,0.3318896840399676,0.3462530380772347,0.0,0.6510937078044828,0.0,0.1209818227177829,0.310042751935595
tuna fish can,grounding_dino,crop_trimmed_median_depth,22218,0.3387793680799352,0.3309017463318031,0.3457568187955712,0.0,0.6515888018723558,0.0,0.1206626152278706,0.310042751935595
tuna fish can,oracle_2d_box,box_center_depth,7406,0.462597893599784,0.4516574399135836,0.4728632190116122,0.0,0.0,0.537402106400216,0.0292872474847724,1.0
tuna fish can,oracle_2d_box,crop_median_depth,7406,0.999054820415879,0.9982446664866323,0.9997299486902512,0.0,0.0,0.0,0.0329774456607719,1.0
tuna fish can,oracle_2d_box,crop_trimmed_median_depth,7406,0.999324871725628,0.9986497434512558,0.9998649743451256,0.0,0.0,0.0,0.0309246979706211,1.0
tuna fish can,oracle_mask,mask_median_depth,7406,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
wood block,first_gt_box,box_center_depth,1829,0.0,0.0,0.0,0.0,1.0,0.0,0.1921482920538374,0.0803587929180636
wood block,first_gt_box,crop_median_depth,1829,0.0,0.0,0.0,0.0,1.0,0.0,0.179185408511594,0.0803587929180636
wood block,first_gt_box,crop_trimmed_median_depth,1829,0.0,0.0,0.0,0.0,1.0,0.0,0.1801629375874916,0.0803587929180636
wood block,grounding_dino,box_center_depth,5487,0.4200838345179515,0.4058684162566065,0.4348459996355021,0.0,0.3530162201567341,0.0532166940040094,0.1253608855708309,0.575647607895172
wood block,grounding_dino,crop_median_depth,5487,0.416803353380718,0.4045881173683252,0.4299343903772553,0.0,0.3663203936577364,0.0,0.0998133532510392,0.575647607895172
wood block,grounding_dino,crop_trimmed_median_depth,5487,0.4142518680517587,0.4033123747038454,0.4261026061600145,0.0,0.3661381447056679,0.0,0.0997809916290569,0.575647607895172
wood block,oracle_2d_box,box_center_depth,1829,0.6582832148715145,0.636960087479497,0.6806998359759432,0.0,0.0,0.050300710770913,0.061475385871128,1.0
wood block,oracle_2d_box,crop_median_depth,1829,0.6506287588846364,0.627651722252597,0.6714051394204483,0.0,0.0,0.0,0.0601385156118171,1.0
wood block,oracle_2d_box,crop_trimmed_median_depth,1829,0.6331328594860579,0.6090623291416074,0.6561098961180973,0.0,0.0,0.0,0.0637098680460459,1.0
wood block,oracle_mask,mask_median_depth,1829,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
